,OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Total_households,Total_households_MOE,HH_income_less_35k,HH_income_less_35k_MOE,Pct_HH_income_less_35k,Pct_HH_income_less_35k_MOE,HH_income_35k_75k,HH_income_35k_75k_MOE,Pct_HH_income_35k_75k,Pct_HH_income_35k_75k_MOE,HH_income_75k_200k,HH_income_75k_200k_MOE,Pct_HH_income_75k_200k,Pct_HH_income_75k_200k_MOE,HH_income_200k_more,HH_income_200k_more_MOE,Pct_HH_income_200k_more,Pct_HH_income_200k_more_MOE,Median_HH_income,Median_HH_income_MOE,Median_HH_Income_2000,Chg_Median_HH_Income_2000_16,Average_Per_capita_Income,Average_Per_capita_Income_MOE,Aggregate_Household_Income,Aggregate_Household_Income_MOE,Mean_Household_Income,Mean_Household_Income_MOE,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,GlobalID,last_edited_date,county_name,cases,State FIPS code,County FIPS code,population,hospitalization,deaths,case rate,death rate,14 day case rate,14 day cases
518,533,13121008602,13121,"Census Tract 86.02, Fulton County",1070,187,525,49,249,73,47.4,13.2,204,66,38.9,12.1,67,36,12.8,6.8,5,7,1,1,35649,3479,9921.259843,25727.74016,23930,157,24119800,4310354,45942.5,7001.5,ARC 10,1122.890015,16.00209999,1138.890015,1.75452006,0.0250033,1.77952003,8602,Fulton,{F8404F5A-9E65-4ADC-9C04-21A3DC540D44},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
586,601,13121004800,13121,"Census Tract 48, Fulton County",1141,164,600,43,403,93,67.2,14.8,147,56,24.5,9.1,50,55,8.3,9.2,0,13,0,2,17500,7200,8523.364486,8976.635514,15727,2396,17302900,3773371,28838.2,5939.7,ARC 10,97.14530182,0,97.14530182,0.15178999,0,0.15178999,4800,Fulton,{05905418-E0C2-451D-B470-0164D364B632},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
565,580,13121006400,13121,"Census Tract 64, Fulton County",1159,163,346,48,155,59,44.8,15.9,138,55,39.9,14.9,53,36,15.3,10.2,0,13,0,4,44028,14820,15444.44444,28583.55556,17179,3298,16061900,3790973,46421.7,8864.1,ARC 10,310.4320068,0,310.4320068,0.48504999,0,0.48504999,6400,Fulton,{EBFFE8C9-41CF-40B8-932E-22915887A74B},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
120,166,13067031113,13067,"Census Tract 311.13, Cobb County",1195,184,659,64,332,91,50.4,12.9,252,84,38.2,12.2,68,38,10.3,5.7,7,10,1.1,2,34821,6045,32500,2321,22585,2826,26736200,5141405,40570.9,6733.8,ARC 10,275.4849854,1.20562994,276.6910095,0.43044499,0.0018838,0.43233001,31113,Cobb,{5204E479-2E26-4BA5-A8A1-B872090E04EB},1970/01/01 00:00:00+00,Cobb,21814,13,67,790588,1964,454,2759.21,57.43,129.4,1023
465,480,13121008101,13121,"Census Tract 81.01, Fulton County",1219,180,395,49,234,75,59.2,17.4,132,41,33.4,9.6,29,27,7.3,6.8,0,13,0,3,28924,3901,34117.64706,-5193.647059,13713,2802,13498500,1827403,34173.4,1852.5,ARC 10,223.1549988,0,223.1549988,0.34867999,0,0.34867999,8101,Fulton,{C0BBF608-FBA9-459D-9853-624BCDE40F2C},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
490,505,13121003600,13121,"Census Tract 36, Fulton County",1281,214,765,77,376,97,49.2,11.7,239,83,31.2,10.3,133,54,17.4,6.8,17,20,2.2,3,38558,16224,16283.78378,22274.21622,31356,1819,39262200,7057291,51323.1,7643.2,ARC 10,97.43039703,0,97.43039703,0.152235,0,0.152235,3600,Fulton,{0C8C240A-BAB9-4256-AFC8-6F9F28427D60},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
613,630,13121006602,13121,"Census Tract 66.02, Fulton County",1388,194,436,50,336,72,77.1,13.9,59,29,13.5,6.5,41,31,9.4,7.1,0,13,0,3,17857,4791,21079.54545,-3222.545455,9920,1966,12242700,2846349,28079.6,5678.9,ARC 10,156.8820038,0,156.8820038,0.24512801,0,0.24512801,6602,Fulton,{A6D7D5CD-8506-4EEE-ABC5-6FDF97485A5A},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
605,620,13121002300,13121,"Census Tract 23, Fulton County",1400,314,495,70,320,81,64.6,13.5,127,52,25.7,9.8,48,37,9.7,7.4,0,13,0,3,26793,5123,18492.06349,8300.936508,13156,3864,16187600,3000922,32702.2,3920.1,ARC 10,277.3850098,0,277.3850098,0.43341401,0,0.43341401,2300,Fulton,{4CA62F90-B5FB-40B1-8F45-78F396972BF1},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
247,248,13063040617,13063,"Census Tract 406.17, Clayton County",1474,244,381,53,213,60,55.9,13.8,155,60,40.7,14.8,13,24,3.4,6.4,0,13,0,3,32991,3847,44146.34146,-11155.34146,9843,1513,13665200,3056509,35866.7,6282.1,ARC 10,266.2170105,1.40529001,267.6220093,0.41596401,0.00219577,0.41815901,40617,Clayton,{4B7939B2-40FC-4896-9739-CB7EA72C053F},1970/01/01 00:00:00+00,Clayton,8168,13,63,304838,689,175,2679.46,57.41,144.34,440
614,631,13121006200,13121,"Census Tract 62, Fulton County",1480,189,467,61,279,84,59.7,16.1,78,39,16.7,8,110,48,23.6,9.8,0,13,0,3,24625,9463,24531.25,93.75,16504,2331,19871100,3682377,42550.5,5593.3,ARC 10,257.0610046,0,257.0610046,0.401658,0,0.401658,6200,Fulton,{528D4DC2-7B3E-4BC5-A35C-F5CA5718BCE9},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
559,574,13121002600,13121,"Census Tract 26, Fulton County",1560,244,553,55,374,88,67.6,14.3,134,54,24.2,9.6,29,29,5.2,5.2,16,23,2.9,4,23598,4475,20952.38095,2645.619048,13158,2919,18417600,4662671,33304.9,7753.7,ARC 10,236.2070007,0,236.2070007,0.369073,0,0.369073,2600,Fulton,{6BA31014-1AA6-42EC-BDEB-4847E820CE80},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
292,293,13015960101,13015,"Census Tract 9601.01, Bartow County",1573,136,634,64,142,52,22.4,7.9,247,80,39,11.9,242,78,38.2,11.8,3,5,0.5,1,57713,11327,42071.42857,15641.57143,27767,3204,43386800,6457587,68433.4,7484.8,ARC 20,23079.09961,0,23079.09961,36.06110001,0,36.06110001,960101,Bartow,{12E01185-BAD7-4331-805F-25C6DA943E8B},1970/01/01 00:00:00+00,Bartow,3580,13,15,110771,330,94,3231.89,84.86,336.73,373
457,472,13121008903,13121,"Census Tract 89.03, Fulton County",1667,330,725,86,164,64,22.6,8.4,277,97,38.2,12.6,267,74,36.8,9.2,17,18,2.3,2,64323,9260,38095.2381,26227.7619,35774,8634,55203800,7497230,76143.2,5035.5,ARC 10,284.4519959,2.09941006,286.5509949,0.44445601,0.00328033,0.447736,8903,Fulton,{AF401829-D595-410E-B2AA-3B9190C9036C},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
581,596,13121006300,13121,"Census Tract 63, Fulton County",1705,292,629,74,430,94,68.4,12.5,172,57,27.3,8.4,21,24,3.3,3.8,6,8,1,1,24509,4015,19553.57143,4955.428571,16876,7643,22523700,7215732,35808.7,10670.2,ARC 10,327.6040039,0,327.6040039,0.51188099,0,0.51188099,6300,Fulton,{E49C8394-2684-4F05-B55B-AD718AD09293},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
634,661,13121008302,13121,"Census Tract 83.02, Fulton County",1705,217,669,78,417,89,62.3,11.2,206,65,30.8,9,40,34,6,5,6,9,0.9,1,27869,2612,23293.26923,4575.730769,16920,1092,24918700,3710125,37247.7,3449,ARC 10,467.1459961,0,467.1459961,0.72991598,0,0.72991598,8302,Fulton,{DA0E449D-4183-4219-96DD-6918C9EC1E61},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
582,597,13121005700,13121,"Census Tract 57, Fulton County",1707,276,671,64,496,99,73.9,13,130,52,19.4,7.5,33,31,4.9,4.5,12,18,1.8,3,17782,4426,14146.34146,3635.658537,12723,2815,18965900,5286548,28265.1,7403,ARC 10,205.6580048,0,205.6580048,0.32134101,0,0.32134101,5700,Fulton,{ECAC5117-B733-42C2-BBAC-1F15FFEB617F},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
83,84,13067030220,13067,"Census Tract 302.20, Cobb County",1757,109,577,39,73,36,12.7,6.3,200,66,34.7,11.2,228,69,39.5,11.7,76,36,13.2,6,83140,17463,93647.54098,-10507.54098,32426,3807,55578100,7905642,96322.5,12055.6,ARC 10,448.7709961,1.02845001,449.7999878,0.70120502,0.00160695,0.70281202,30220,Cobb,{11344C71-DB62-40DB-B3AD-7D9CAB8AB7CE},1970/01/01 00:00:00+00,Cobb,21814,13,67,790588,1964,454,2759.21,57.43,129.4,1023
512,527,13121000400,13121,"Census Tract 4, Fulton County",1757,256,865,111,103,62,11.9,7,267,98,30.9,10.6,292,82,33.8,8.5,203,49,23.5,5,92361,27837,80218.4466,12142.5534,77468,10104,132857696,27089412,153592.7,24337.2,ARC 10,384.7340088,11.93120003,396.6650085,0.601147,0.0186425,0.619789,400,Fulton,{75AF17C6-59D2-4A48-B9B5-1C24A9A40C22},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
942,943,13223120303,13223,"Census Tract 1203.03, Paulding County",1886,217,682,36,237,84,34.8,12.1,228,59,33.4,8.4,198,63,29,9,19,13,2.8,2,49911,9707,40755.81395,9155.186047,24211,1226,44317100,5541334,64981.1,7365.6,ARC 20,3630.590088,60.37950134,3690.969971,5.67280006,0.094343,5.76713991,120303,Paulding,{4C19A9A1-2205-4468-A344-3607DA8B84E8},1970/01/01 00:00:00+00,Paulding,3129,13,223,172542,155,60,1813.47,34.77,92.15,159
251,252,13063040414,13063,"Census Tract 404.14, Clayton County",1983,273,584,42,319,80,54.6,13.1,152,55,26,9.3,97,53,16.6,9,16,16,2.7,3,32083,8729,38548.3871,-6465.387097,15143,2477,27881900,5709737,47743,9154.2,ARC 10,518.3709717,0.71438199,519.0859985,0.809955,0.00111622,0.81107199,40414,Clayton,{890D01A4-85B6-419A-9352-2A6747CBB679},1970/01/01 00:00:00+00,Clayton,8168,13,63,304838,689,175,2679.46,57.41,144.34,440
538,553,13121007100,13121,"Census Tract 71, Fulton County",2002,329,756,82,507,115,67.1,13.4,160,64,21.2,8.2,82,52,10.8,6.8,7,10,0.9,1,20938,1872,14583.33333,6354.666667,21126,9908,31633000,11657587,41842.6,14737.1,ARC 10,612.302002,0,612.302002,0.95672202,0,0.95672202,7100,Fulton,{8BDC8FA8-ED8C-4E8C-A8FF-850CE9A5BBC0},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
542,557,13121005000,13121,"Census Tract 50, Fulton County",2004,207,908,67,269,72,29.6,7.7,235,67,25.9,7.1,323,68,35.6,7,81,29,8.9,3,61607,8841,39357.14286,22249.85714,42570,3226,78995904,10642128,86999.9,9806,ARC 10,336.0780029,0,336.0780029,0.52512199,0,0.52512199,5000,Fulton,{0C2712E8-E8BB-4863-8721-6BF4811A061C},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
470,485,13121010107,13121,"Census Tract 101.07, Fulton County",2006,193,685,46,59,35,8.6,5.1,86,40,12.6,5.8,251,68,36.6,9.7,289,57,42.2,8,159792,38764,127743.9024,32048.09756,81958,10941,161428496,26505016,235662,35309.2,ARC 10,1315.199951,40.85860062,1356.060059,2.05500007,0.0638416,2.11883998,10107,Fulton,{F493DC89-99D2-41E6-9209-8F34EEA7246B},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
773,774,13089020100,13089,"Census Tract 201, DeKalb County",2006,142,796,50,82,50,10.3,6.2,158,59,19.8,7.3,245,71,30.8,8.7,311,67,39.1,8,162500,24680,96000,66500,71764,6935,140856608,18155516,176955.5,19916.7,ARC 10,274.2260132,2.96601009,277.1919861,0.428478,0.00463439,0.433112,20100,DeKalb,{9F86A9FD-56F2-4EE9-9D2F-A7CE55874815},1970/01/01 00:00:00+00,DeKalb,21049,13,89,793154,2309,397,2653.84,50.05,141.21,1120
617,634,13121003100,13121,"Census Tract 31, Fulton County",2013,207,795,53,316,94,39.7,11.5,205,67,25.8,8.2,226,73,28.4,8.9,48,23,6,3,43170,7876,28684.21053,14485.78947,32549,4002,59561100,9690486,74919.6,11119,ARC 10,216.4120026,0,216.4120026,0.338144,0,0.338144,3100,Fulton,{4DB22F56-544D-4C0E-8EFB-C2117E125243},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
926,927,13013180104,13013,"Census Tract 1801.04, Barrow County",2032,255,662,85,295,92,44.6,12.7,197,59,29.8,8,161,54,24.3,7.6,9,9,1.4,1,40385,12177,51596.63866,-11211.63866,17614,952,33203200,5150552,50155.9,4365.8,ARC 20,2014.98999,1.02203,2016.02002,3.1484201,0.00159692,3.1500299,180104,Barrow,{241F2169-C1E2-4AB1-99DC-14DF933BF076},1970/01/01 00:00:00+00,Barrow,2579,13,13,86383,263,50,2985.54,57.88,208.37,180
801,802,13089023000,13089,"Census Tract 230, DeKalb County",2040,179,993,86,224,71,22.6,6.9,346,81,34.8,7.5,286,62,28.8,5.7,137,54,13.8,5,66250,5305,53735.63218,12514.36782,50261,4662,99322096,13288889,100022.3,10200.7,ARC 10,435.776001,5.24950981,441.026001,0.68089998,0.00820236,0.68910301,23000,DeKalb,{93BD9408-F56E-41BC-9D2F-E57FBCD4FC99},1970/01/01 00:00:00+00,DeKalb,21049,13,89,793154,2309,397,2653.84,50.05,141.21,1120
481,496,13121005800,13121,"Census Tract 58, Fulton County",2048,322,612,71,344,94,56.2,14,139,61,22.7,9.7,124,51,20.3,8.1,5,7,0.8,1,30652,6631,26781.25,3870.75,15572,2022,27564200,5224842,45039.5,6751.6,ARC 10,310.4729919,0,310.4729919,0.48511401,0,0.48511401,5800,Fulton,{AD396B67-64FD-4542-9D26-A41AC3F6C5FE},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
618,635,13121006802,13121,"Census Tract 68.02, Fulton County",2048,319,487,48,424,73,87.1,12.2,53,38,10.9,7.7,10,22,2.1,4.5,0,13,0,3,6815,3421,12905.40541,-6090.405405,3776,1171,6427200,2090269,13197.5,4090.3,ARC 10,179.3609924,0,179.3609924,0.28025201,0,0.28025201,6802,Fulton,{C7EF7C1E-CC9B-48AB-8F3A-98D18A193E32},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
636,663,13121007200,13121,"Census Tract 72, Fulton County",2090,364,725,74,453,104,62.5,12.9,211,66,29.1,8.5,61,33,8.4,4.4,0,13,0,2,24297,4966,24879.03226,-582.0322581,13159,3020,24530400,3299831,33835,2964.7,ARC 10,2215.090088,1.20685995,2216.290039,3.46108007,0.00188572,3.46294999,7200,Fulton,{6A9FD596-A5C0-4D80-809F-75693A3DA989},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
816,817,13089022203,13089,"Census Tract 222.03, DeKalb County",2105,193,1106,92,325,106,29.4,9.3,415,122,37.5,10.5,340,100,30.7,8.7,26,30,2.4,3,52292,10501,41952.38095,10339.61905,34393,3388,69933400,9850881,63230.9,7187.9,ARC 10,710.257019,0,710.257019,1.10977995,0,1.10977995,22203,DeKalb,{E0E35677-87E3-4B73-95D7-AB4A6D97B5B5},1970/01/01 00:00:00+00,DeKalb,21049,13,89,793154,2309,397,2653.84,50.05,141.21,1120
612,629,13121006601,13121,"Census Tract 66.01, Fulton County",2107,295,794,66,426,91,53.7,10.6,228,58,28.7,6.9,140,56,17.6,6.8,0,13,0,2,29674,7440,30000,-326,17921,241,32160100,4358980,40503.9,4336.3,ARC 10,482.8800049,0,482.8800049,0.75449997,0,0.75449997,6601,Fulton,{46512E91-8073-43A3-BF70-CCD8DF294869},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
568,583,13121008202,13121,"Census Tract 82.02, Fulton County",2111,266,741,65,490,98,66.1,11.9,207,65,27.9,8.4,44,33,5.9,4.5,0,13,0,2,28355,4424,20404.41176,7950.588235,14029,1790,24857300,3581991,33545.6,3835.2,ARC 10,1711.23999,25.8465004,1737.089966,2.67381001,0.0403852,2.71420002,8202,Fulton,{2C3925B2-90B7-4709-90BD-76CED2FE92A7},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
248,249,13063040615,13063,"Census Tract 406.15, Clayton County",2115,254,613,50,146,56,23.8,9,227,69,37,10.9,221,61,36.1,9.5,19,17,3.1,3,65601,3467,56093.75,9507.25,24685,4876,47667400,9008043,77760.8,13255.7,ARC 10,802.0529785,11.60529995,813.65802,1.25320995,0.0181333,1.27134001,40615,Clayton,{95B94DE2-48AD-4280-A757-7A0290D7E6D9},1970/01/01 00:00:00+00,Clayton,8168,13,63,304838,689,175,2679.46,57.41,144.34,440
827,828,13089020200,13089,"Census Tract 202, DeKalb County",2139,254,994,96,180,71,18.1,6.9,196,74,19.7,7.2,417,108,42,10.1,201,51,20.2,5,95809,20591,56132.07547,39676.92453,81922,11366,168437200,31653492,169453.9,27317.3,ARC 10,368.875,0,368.875,0.57636702,0,0.57636702,20200,DeKalb,{47366D40-D92E-4E11-A472-B822A46C0F3D},1970/01/01 00:00:00+00,DeKalb,21049,13,89,793154,2309,397,2653.84,50.05,141.21,1120
793,794,13089023111,13089,"Census Tract 231.11, DeKalb County",2142,270,643,45,216,62,33.6,9.3,248,57,38.6,8.4,168,55,26.1,8.4,11,12,1.7,2,52538,7870,46477.27273,6060.727273,18488,3249,37341500,4650127,58073.9,5981.8,ARC 10,576.5770264,3.55312991,580.1300049,0.90090197,0.00555177,0.90645301,23111,DeKalb,{249C0B6F-36B6-4952-8D59-51FB126839BC},1970/01/01 00:00:00+00,DeKalb,21049,13,89,793154,2309,397,2653.84,50.05,141.21,1120
601,616,13121003200,13121,"Census Tract 32, Fulton County",2144,256,1188,115,262,90,22.1,7.3,396,104,33.3,8.1,465,109,39.1,8.4,65,39,5.5,3,70000,5152,32906.25,37093.75,50292,3399,102275296,13627454,86090.3,7882.4,ARC 10,262.9049988,0,262.9049988,0.41078901,0,0.41078901,3200,Fulton,{7B6AEA83-2336-4100-AD58-D50AD6BB15CF},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
567,582,13121005502,13121,"Census Tract 55.02, Fulton County",2157,301,1041,103,798,157,76.7,13.1,193,77,18.5,7.1,43,42,4.1,4,7,11,0.7,1,16675,4709,16127.45098,547.5490196,13485,1639,28574500,5252595,27449.1,4252.4,ARC 10,420.6159973,0,420.6159973,0.65721202,0,0.65721202,5502,Fulton,{4AEE4865-2677-46E5-8315-D221DF5AD9EA},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
629,656,13121003900,13121,"Census Tract 39, Fulton County",2176,428,659,68,352,91,53.4,12.7,217,64,32.9,9,87,45,13.2,6.8,3,5,0.5,1,29403,7215,18569.36416,10833.63584,12648,562,24302800,4929512,36878.3,6440,ARC 10,206.0659943,0,206.0659943,0.321978,0,0.321978,3900,Fulton,{2395F596-99F6-4394-BD6F-30225050A48C},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
762,763,13089020600,13089,"Census Tract 206, DeKalb County",2190,348,1033,86,473,138,45.8,12.8,275,90,26.6,8.4,261,81,25.3,7.5,24,21,2.3,2,36908,8656,20548.78049,16359.21951,29684,2967,60392400,11167287,58463.1,9652.9,ARC 10,273.6159973,0,273.6159973,0.42752501,0,0.42752501,20600,DeKalb,{7DE85A1C-FF14-4BD0-B7CD-DED0E70CD47D},1970/01/01 00:00:00+00,DeKalb,21049,13,89,793154,2309,397,2653.84,50.05,141.21,1120
803,804,13089021217,13089,"Census Tract 212.17, DeKalb County",2191,213,911,69,173,59,19,6.3,271,81,29.7,8.6,381,82,41.8,8.5,86,29,9.4,3,75846,13461,59230.76923,16615.23077,40528,3182,86358896,11058460,94795.7,9787.7,ARC 10,414.3469849,0,414.3469849,0.64741701,0,0.64741701,21217,DeKalb,{46D93342-11BE-4CC7-93FC-43CF1B0D633D},1970/01/01 00:00:00+00,DeKalb,21049,13,89,793154,2309,397,2653.84,50.05,141.21,1120
491,506,13121003500,13121,"Census Tract 35, Fulton County",2212,327,631,68,224,74,35.5,11,193,74,30.6,11.3,192,63,30.4,9.5,22,21,3.5,3,53781,3695,42500,11281,22212,4570,39516500,6775558,62625.2,8351.9,ARC 10,341.1149902,0,341.1149902,0.53299201,0,0.53299201,3500,Fulton,{4B0A4541-B8F3-4137-905E-3BF51F851E2F},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
444,445,13121007002,13121,"Census Tract 70.02, Fulton County",2216,527,847,138,444,139,52.4,14.1,248,114,29.3,12.6,155,93,18.3,10.6,0,13,0,2,33536,12186,20017.60563,13518.39437,17648,864,35593400,8843757,42022.9,7883.1,ARC 10,1080.380005,2.18540001,1082.569946,1.68808997,0.00341469,1.69151998,7002,Fulton,{46881985-C0B7-4E67-964A-EFCF879D55AD},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
561,576,13121001400,13121,"Census Tract 14, Fulton County",2219,238,1375,97,306,118,22.3,8.4,343,112,24.9,8,594,133,43.2,9.1,132,56,9.6,4,77238,8753,46076.92308,31161.07692,62927,5840,135714496,19454404,98701.5,12316.7,ARC 10,178.6499939,0,178.6499939,0.27914101,0,0.27914101,1400,Fulton,{36BFED51-DFD4-46D3-B4E7-6E7A66A96A46},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
761,762,13089020700,13089,"Census Tract 207, DeKalb County",2256,235,979,80,360,96,36.8,9.3,212,63,21.7,6.2,343,77,35,7.4,64,25,6.5,2,51339,7530,30286.45833,21052.54167,34585,3578,74533400,10221195,76132.2,8384.5,ARC 10,312.5639954,0,312.5639954,0.488381,0,0.488381,20700,DeKalb,{15E8B6B8-0795-4F00-B0AA-D746B9D8D246},1970/01/01 00:00:00+00,DeKalb,21049,13,89,793154,2309,397,2653.84,50.05,141.21,1120
635,662,13121008301,13121,"Census Tract 83.01, Fulton County",2262,405,919,136,496,154,54,14.8,318,114,34.6,11.3,97,55,10.6,5.8,8,12,0.9,1,31977,6017,22166.66667,9810.333333,19218,651,38526400,7102568,41922.1,4608.9,ARC 10,649.4169922,0,649.4169922,1.01470995,0,1.01470995,8301,Fulton,{37A60284-FF54-46F1-92B6-2C4F2DD94BA2},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
616,633,13121001600,13121,"Census Tract 16, Fulton County",2264,237,1318,88,327,120,24.8,9,452,136,34.3,10.1,384,120,29.1,8.9,155,76,11.8,6,64412,14161,43679.24528,20732.75472,52893,7493,115995000,20943952,88008.3,14764.3,ARC 10,227.753006,0.66298401,228.4160004,0.35586399,0.00103591,0.35690001,1600,Fulton,{B7052765-14F0-4D29-8647-12969DB890CD},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
923,924,13013180301,13013,"Census Tract 1803.01, Barrow County",2268,233,750,53,185,60,24.7,7.9,265,67,35.3,8.6,294,78,39.2,10,6,9,0.8,1,65119,9915,42931.03448,22187.96552,24539,977,54064600,6136920,72086.1,6403.5,ARC 20,5290.259766,55.1216011,5345.379883,8.26603031,0.0861275,8.35216045,180301,Barrow,{C2033AFC-7CF5-4BAE-B9E0-66ECD79A1700},1970/01/01 00:00:00+00,Barrow,2579,13,13,86383,263,50,2985.54,57.88,208.37,180
839,840,13089021812,13089,"Census Tract 218.12, DeKalb County",2275,218,836,62,212,62,25.4,7.2,267,69,31.9,7.8,314,59,37.6,6.4,43,23,5.1,3,67679,10285,50703.125,16975.875,33183,3687,72274704,10353225,86453,10595.3,ARC 10,503.2090149,0,503.2090149,0.786264,0,0.786264,21812,DeKalb,{73C88B38-8525-4390-9C25-2DB9CD473E6E},1970/01/01 00:00:00+00,DeKalb,21049,13,89,793154,2309,397,2653.84,50.05,141.21,1120
604,619,13121002500,13121,"Census Tract 25, Fulton County",2282,341,931,86,635,122,68.2,11.5,224,75,24.1,7.7,72,40,7.7,4.3,0,13,0,1,23767,3001,17746.21212,6020.787879,15671,2195,29406300,5582051,31585.7,5238,ARC 10,215.5220032,0,215.5220032,0.33675301,0,0.33675301,2500,Fulton,{20BB0444-1612-4D8F-9B82-B14BA414C543},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
630,657,13121004100,13121,"Census Tract 41, Fulton County",2295,492,696,83,383,99,55,12.7,229,83,32.9,11.3,84,41,12.1,5.7,0,13,0,2,30956,7009,23145.16129,7810.83871,13460,3755,27403100,4774809,39372.3,5001.9,ARC 10,312.7449951,0,312.7449951,0.488664,0,0.488664,4100,Fulton,{A1625D59-DE59-4913-A3CB-7331F2D98963},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
584,599,13121005501,13121,"Census Tract 55.01, Fulton County",2296,283,896,78,527,114,58.8,11.7,202,71,22.5,7.7,163,56,18.2,6,4,7,0.4,1,20000,16956,19051.72414,948.2758621,18869,2114,39743500,7142198,44356.6,6973.5,ARC 10,294.7309876,0,294.7309876,0.46051699,0,0.46051699,5501,Fulton,{86135317-E4E5-4C8C-9777-9B129172B915},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
766,767,13089021911,13089,"Census Tract 219.11, DeKalb County",2301,632,803,120,624,181,77.7,19.3,138,84,17.2,10.1,41,59,5.1,7.4,0,13,0,2,22481,6053,35337.07865,-12856.07865,9919,3740,21487600,5584668,26759.2,5690.1,ARC 10,225.9279938,4.59492016,230.522995,0.35301301,0.00717956,0.360192,21911,DeKalb,{75537583-322C-4C3B-A602-E48634288D9A},1970/01/01 00:00:00+00,DeKalb,21049,13,89,793154,2309,397,2653.84,50.05,141.21,1120
594,609,13121010120,13121,"Census Tract 101.20, Fulton County",2305,254,1155,67,255,89,22.1,7.6,498,132,43.1,11.2,353,123,30.6,10.5,49,39,4.2,3,63612,2965,53125,10487,42257,6048,92915000,16912752,80445.9,13879.6,ARC 10,249.8880005,18.18889999,268.0769959,0.39045,0.0284202,0.41887,10120,Fulton,{99EC6022-5EC0-4179-A50D-49CF66B0A221},1970/01/01 00:00:00+00,Fulton,30926,13,121,1099181,2594,619,2813.55,56.31,149.93,1648
